Persona-1, 00:18:29.927795
Persona-4, 00:18:31.930068
Persona-7, 00:18:38.935093
Persona-10, 00:18:45.940888
Persona-18, 00:18:47.943139
Persona-23, 00:18:49.944249
Persona-8, 00:18:52.947569
Persona-13, 00:18:55.948341
Persona-22, 00:18:57.950405
Persona-24, 00:18:59.950894
Persona-29, 00:19:01.953153
Persona-26, 00:19:03.954222
Persona-28, 00:19:05.956363
